name,tags,link,experience,lower_salary,upper_salary,currency
Data Analyst,"['SQL', 'Hadoop', 'Big Data', 'MDM', 'LDM', 'PDM']",https://saratov.hh.ru/vacancy/84979523?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Инженер сопровождения,"['Linux', 'Администрирование серверов Linux', 'СУБД', 'CRM', 'PostgreSQL', 'ORACLE']",https://saratov.hh.ru/vacancy/84884450?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Руководитель проектов,"['Управление проектами', 'Управление командой', 'Госзаказчики']",https://saratov.hh.ru/vacancy/85317630?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,250000,270000,₽
Разработчик ETL / Data Engineer,"['SQL', 'ETL', 'PostgreSQL', 'Transact-SQL', 'Pentaho']",https://saratov.hh.ru/vacancy/85265098?from=vacancy_search_list&query=data,Требуемый опыт работы: не требуется,,,
Senior Data Scientist в команду моделирования КИБ и СМБ,"['Python', 'SQL', 'Hadoop', 'Spark', 'Анализ данных', 'Математическое моделирование']",https://saratov.hh.ru/vacancy/84567089?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
IT Sales Manager/USA and EU Market (remote work),"['Активные продажи', 'B2B Продажи', 'Холодные продажи', 'Холодные звонки', 'Поиск и привлечение клиентов', 'Sales Skills', 'Negotiation skills']",https://saratov.hh.ru/vacancy/84841150?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,80000,220000,₽
Аналитик безопасности Big Data,"['Big Data', 'Power BI']",https://saratov.hh.ru/vacancy/85243628?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Engineer PySpark,"['SQL', 'airflow', 'ClickHouse', 'SCALA', 'Java', 'Greenplum', 'Spark', 'Spark Structured Streaming', 'Airflow', 'Kafka', 'Cassandra', 'Python']",https://saratov.hh.ru/vacancy/85120868?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Инженер безопасности Big Data,"['Big Data', 'Digital Security Office', 'SSO', 'Knox', 'Ranger-AD']",https://saratov.hh.ru/vacancy/85243664?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Privacy manager,['Английский\xa0— B2 — Средне-продвинутый'],https://saratov.hh.ru/vacancy/85133795?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
"Data Scientist, Ozon Fintech","['ML', 'Python', 'PySpark']",https://saratov.hh.ru/vacancy/85242088?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Senior Data Scientist/TeamLead,"['SQL', 'Big Data', 'Hadoop', 'NLP', 'PySpark']",https://saratov.hh.ru/vacancy/85234098?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Team Lead Data Engineering,"['Python', 'SQL', 'dbt', 'Clickhouse', 'Cloud', 'Airflow', 'ООП', 'ETL']",https://saratov.hh.ru/vacancy/82134701?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data-инженер/SQL-разработчик,"['SQL', 'MySQL', 'PostgreSQL', 'ETL', 'DWH', 'SSAS', 'Базы данных']",https://saratov.hh.ru/vacancy/81756532?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Scientist (Senior),"['Python', 'SQL', 'ML', 'DS']",https://saratov.hh.ru/vacancy/85042635?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Scientist ( Офис),[],https://saratov.hh.ru/vacancy/85040403?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,8,8,
IT рекрутер (Big Data),"['Поиск информации в интернет', 'Ориентация на результат', 'Многозадачность', 'Подбор сотрудников', 'Удаленная работа']",https://saratov.hh.ru/vacancy/83828562?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Protection Officer (DPO),"['Уверенный пользователь ПК', 'Умение работать в режиме многозадачности', 'Многозадачность', 'Умение составлять документы, договоры', 'Систематизация информации', 'Аналитическое мышление', 'Высшее образование', 'Работа с большим объемом информации', 'Работа с юридическими лицами', 'Внутренний контроль', 'Расстановка приоритетов', 'Мониторинг законодательства', 'принимать решения и за их результаты отвечать самостоятельно']",https://saratov.hh.ru/vacancy/85173255?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Аналитик / Data Analyst,"['Анализ данных', 'Excel', 'SQL', 'Статистический анализ', 'Умение принимать решения', 'Capacity Model']",https://saratov.hh.ru/vacancy/80531544?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Scientist в SberData,[],https://saratov.hh.ru/vacancy/85160036?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Инженер данных/Data Engineer,"['Python', 'Tensorflow', 'OpenCV', 'Keras', 'Numpy', 'Английский\xa0— B1 — Средний']",https://saratov.hh.ru/vacancy/84637396?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Middle Data scientist / Аналитик (офис),"['Python', 'Статистический анализ', 'Прогнозирование', 'Математическая статистика']",https://saratov.hh.ru/vacancy/85263286?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Scientist,[],https://saratov.hh.ru/vacancy/84907294?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Middle/Senior Data Scientist (команда Поиска),[],https://saratov.hh.ru/vacancy/84854140?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Analyst/Data Scientist,[],https://saratov.hh.ru/vacancy/84891621?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Engineer,"['PostgreSQL', 'ORACLE', 'Hive', 'Linux', 'SQL', 'Hadoop', 'Kafka']",https://saratov.hh.ru/vacancy/84889945?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Senior Data Scientist в Блок Финансы,[],https://saratov.hh.ru/vacancy/85309101?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Engineer,[],https://saratov.hh.ru/vacancy/84875925?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Scientist,"['SQL', 'Python']",https://saratov.hh.ru/vacancy/84885821?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data scientist (Middle),[],https://saratov.hh.ru/vacancy/83526402?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Архитектор (Data Mesh),[],https://saratov.hh.ru/vacancy/81912961?from=vacancy_search_list&query=data,Требуемый опыт работы: более 6 лет,,,
Data engineer + BI,[],https://saratov.hh.ru/vacancy/85137109?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Senior/Lead Data Scientist,[],https://saratov.hh.ru/vacancy/85135384?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Network system Engineer (Data Center),"['ЦОД', 'Cisco', 'Python', 'Linux']",https://saratov.hh.ru/vacancy/85173740?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Analyst,[],https://saratov.hh.ru/vacancy/84746410?from=vacancy_search_list&query=data,Требуемый опыт работы: не требуется,100000,100000,₽
DevOps Engineer в продукт Net (Big Data),"['GitlabCI', 'Helm', 'Docker', 'Linux', 'Bash', 'Python', 'Prometheus']",https://saratov.hh.ru/vacancy/81428448?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Scientist (DS Works),[],https://saratov.hh.ru/vacancy/85072748?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Макроэкономист (Middle data scientist),"['Python', 'R', 'MS Excel', 'Бизнес-демография', 'Анализ макроэкономической среды', 'Математическая статистика', 'Английский\xa0— B2 — Средне-продвинутый']",https://saratov.hh.ru/vacancy/85073166?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Scientist,"['Python', 'AirFlow', 'Pytorch', 'OpenCV', 'Docker', 'Flask', 'Статистика']",https://saratov.hh.ru/vacancy/83274323?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Scientist (Динамическое ценообразование),[],https://saratov.hh.ru/vacancy/85060452?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Scientist,"['SQL', 'Python', 'Olap (online analytical processing)', 'Аналитическое мышление', 'MS SQL']",https://saratov.hh.ru/vacancy/84715335?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Steward,"['SQL', 'Olap (online analytical processing)', 'Бизнес-анализ', 'Аналитическое мышление', 'MS SQL']",https://saratov.hh.ru/vacancy/84715303?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Engineer,"['Python', 'SQL', 'Java', 'ООП', 'Pandas', 'DWH', 'Базы данных', 'ETL']",https://saratov.hh.ru/vacancy/81914896?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Team Lead Data Scientist,[],https://saratov.hh.ru/vacancy/85062441?from=vacancy_search_list&query=data,Требуемый опыт работы: более 6 лет,,,
Аналитик (Domain Data Warehouse),[],https://saratov.hh.ru/vacancy/81737828?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,7,7,
Middle / Junior Data Scientist,"['Oracle Pl/SQL', 'Python', 'Data Science']",https://saratov.hh.ru/vacancy/85039146?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Менеджер проектов Big Data,"['Управление проектами', 'MS PowerPoint', 'Анализ данных', 'Бизнес-анализ', 'Аналитическое мышление', 'Продуктовая аналитика', 'Проведение пилотов', 'Таргетированные коммуникации', 'Тестирование разных алгоритмов и выбор оптимального', 'ML', 'A/B тесты', 'MAU', 'MVP', 'Digital Marketing']",https://saratov.hh.ru/vacancy/85047781?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data analyst (Рекламная платформа),[],https://saratov.hh.ru/vacancy/85021987?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data engineer/Инженер данных,"['ETL', 'Kafka', 'Английский\xa0— A2 — Элементарный']",https://saratov.hh.ru/vacancy/85032182?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Scientist (Блок риски),[],https://saratov.hh.ru/vacancy/85030268?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data scientist NLP (middle),"['NLP', 'NLU', 'NLG', 'LLM', 'Python', 'Data Science']",https://saratov.hh.ru/vacancy/85015435?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Scientist,"['Базы данных', 'С#', 'Python', 'Spark', 'СУБД', 'Умение работать в условиях многозадачности', 'Коммуникативные навыки', 'Big Data']",https://saratov.hh.ru/vacancy/84998255?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,250000,250000,₽
Data-инженер / SQL-разработчик,['MS SQL'],https://saratov.hh.ru/vacancy/83814053?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Engineer (Senior),"['Python', 'Spark', 'Kafka', 'Hadoop', 'Git', 'SQL', 'Pandas', 'ETL']",https://saratov.hh.ru/vacancy/83814361?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Middle/Senior Data Scientist (команда Operations / Supply&Demand Balance),[],https://saratov.hh.ru/vacancy/84853921?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Middle/Senior Дата Аналитик в продукт CLV (Big Data),"['SQL', 'Python', 'Big Data', 'Математическая статистика', 'A/B тесты', 'Работа с базами данных']",https://saratov.hh.ru/vacancy/85311916?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Senior Data Scientist,"['Python', 'R', 'Tableau', 'Power BI', 'SQL', 'Английский\xa0— B2 — Средне-продвинутый']",https://saratov.hh.ru/vacancy/84869438?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Экономист-аналитик (junior data scientist),"['Python', 'Статистический анализ', 'SQL', 'Математическое моделирование', 'Эконометрика', 'Математическая статистика', 'Теория вероятностей', 'Machine Learning']",https://saratov.hh.ru/vacancy/85072394?from=vacancy_search_list&query=data,Требуемый опыт работы: не требуется,,,
Data Engineer DWH,"['Hadoop', 'Python', 'SQL', 'DWH', 'Работа с базами данных']",https://saratov.hh.ru/vacancy/84875534?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Senior Data Scientist [команда Поиска],"['Python', 'NLP', 'Pandas', 'Machine Learning', 'ML', 'Data Science']",https://saratov.hh.ru/vacancy/85061227?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Lead data scientist,"['машинное обучение', 'алгоритмы', 'computer vision', 'Python']",https://saratov.hh.ru/vacancy/84865316?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,300000,350000,₽
"Senior Sales Manager (Data, BI)","['Sales Skills', 'B2B Продажи', 'Big Data', 'Business Development', 'Поиск и привлечение клиентов', 'Холодные продажи', 'Ведение переговоров', 'Presentation skills']",https://saratov.hh.ru/vacancy/85048267?from=vacancy_search_list&query=data,Требуемый опыт работы: более 6 лет,350000,350000,₽
Java разработчик (Spring),[],https://saratov.hh.ru/vacancy/84763471?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data scientist / Аналитик риск-моделей,"['Python', 'SQL', 'Sas', 'Анализ данных', 'Математическая статистика']",https://saratov.hh.ru/vacancy/85027720?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,120000,300000,₽
Lead Data Scientist в SberNBA,[],https://saratov.hh.ru/vacancy/83605463?from=vacancy_search_list&query=data,Требуемый опыт работы: более 6 лет,,,
Data Analyst (СберБизнес),[],https://saratov.hh.ru/vacancy/84857744?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Ведущий менеджер по подбору персонала (Big Data),"['Поиск информации в интернет', 'Ориентация на результат', 'Многозадачность', 'Подбор сотрудников', 'Удаленная работа']",https://saratov.hh.ru/vacancy/85206206?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Engineer,"['Python', 'SQL', 'Базы данных', 'ETL', 'BI', 'Английский язык', 'Machine Learning', 'ML']",https://saratov.hh.ru/vacancy/83072711?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Senior Data Scientist (проект Customer Value Managnent),"['Python', 'SQL', 'Spark', 'ML', 'TensorFlow', 'ML Flow', 'Hadoop', 'A/B тесты']",https://saratov.hh.ru/vacancy/83670409?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
"Data инженер (в компанию резидент ""Сколково"")",[],https://saratov.hh.ru/vacancy/85129878?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data/Prompt Engineer,[],https://saratov.hh.ru/vacancy/84851152?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Lead Data Scientist,[],https://saratov.hh.ru/vacancy/84852749?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Scientist (Middle),"['Python', 'SQL', 'Анализ данных', 'Математическая статистика']",https://saratov.hh.ru/vacancy/84847941?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Engineer,"['PostgreSQL', 'ORACLE', 'Hive', 'Linux', 'SQL', 'Hadoop', 'Kafka']",https://saratov.hh.ru/vacancy/84486806?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Scientist,[],https://saratov.hh.ru/vacancy/83435724?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,320000,320000,₽
Data Analyst,"['SQL', 'Python', 'Анализ бизнес показателей', 'CRM']",https://saratov.hh.ru/vacancy/84483863?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,1,1,
Product Owner b2b (продукт Data Platform),[],https://saratov.hh.ru/vacancy/85170030?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,42,42,
Solution Architect,"['TMForum', 'TAM', 'ODA', 'ETOM', 'SID', 'Capability Planing', 'Technical Capability']",https://saratov.hh.ru/vacancy/84855609?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Senior frontend developer (React),"['JavaScript', 'React', 'TypeScript']",https://saratov.hh.ru/vacancy/85314992?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Руководитель группы сопровождения инфраструктуры (Data Platform),"['Мотивация персонала', 'Управление персоналом', 'Обучение и развитие']",https://saratov.hh.ru/vacancy/83700555?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Дата инженер \ Data Engineer AI (удаленно),"['SQL', 'Python', 'Java', 'Android', 'Kotlin', 'ORACLE', 'PostgreSQL', 'Мотивация', 'Scrum', 'DWH', 'CRM', 'ERP', 'ETL', 'PowerBI', 'ML']",https://saratov.hh.ru/vacancy/85038244?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,220000,340000,₽
Master data & reporting specialist,"['SAP', 'Анализ данных', 'Аналитическое мышление', 'Data Analysis', 'Работа с базами данных', 'MS Excel', 'Подготовка отчетов', 'Английский\xa0— B2 — Средне-продвинутый']",https://saratov.hh.ru/vacancy/84918700?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Middle+/Senior Data Scientist в Блок Финансы,[],https://saratov.hh.ru/vacancy/85104147?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Ведущий разработчик (C# .NET),"['C#', 'ASP.NET MVC', 'ASP.NET WebAPI', 'MS SQL Server', 'NoSQL']",https://saratov.hh.ru/vacancy/84854741?from=vacancy_search_list&query=data,Требуемый опыт работы: более 6 лет,,,
DATA-аналитик/Аналитик данных,"['MS PowerPoint', 'Подготовка презентаций', 'Массовый подбор персонала', 'Power BI', 'Дашборд', 'HR-аналитика', 'MS Excel', 'T-SQL (база данных MS SQL)']",https://saratov.hh.ru/vacancy/84918229?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Ведущий разработчик Node.js,['Node.js'],https://saratov.hh.ru/vacancy/84512693?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
"Старший разработчик C# (продукт ""Семья"")","['ASP.NET', '.NET Framework', 'С#']",https://saratov.hh.ru/vacancy/84854348?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Scientist,"['Python Advanced', 'C++', 'Аналитическое мышление', 'Анализ данных', 'Математический анализ', 'Математическая статистика', 'Machine Learning', 'Linux', 'Машинное обучение', 'ML']",https://saratov.hh.ru/vacancy/83272352?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Team lead Data analytics,[],https://saratov.hh.ru/vacancy/84914563?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
CRM Manager / Data analyst,"['CRM', 'Analytical skills', 'Data Analysis', 'CRM managment', 'Английский язык', 'Английский\xa0— C1 — Продвинутый']",https://saratov.hh.ru/vacancy/84897331?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,80000,80000,₽
Data Engineer (Ticketland МТС),"['GreenPlum', 'DWH', 'ETL']",https://saratov.hh.ru/vacancy/80602408?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Steward в команду Data Office,[],https://saratov.hh.ru/vacancy/84672785?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data Analyst,"['SQL', 'Python', 'Data Analysis', 'Работа с базами данных', 'Английский язык', 'Аналитические исследования', 'looker']",https://saratov.hh.ru/vacancy/84448805?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data analyst,"['SQL;', 'Python']",https://saratov.hh.ru/vacancy/83770923?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Senior iOS developer на продукт МТС Аналитика (Big Data),"['Swift', 'MVC', 'MVVM', 'VIPER']",https://saratov.hh.ru/vacancy/83523256?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Analyst,"['SQL', 'Python', 'PostgreSQL']",https://saratov.hh.ru/vacancy/84376722?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Engineer,[],https://saratov.hh.ru/vacancy/84356631?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data scientist,"['Python', 'Hadoop', 'PostgreSQL', 'ORACLE', 'Docker', 'Git', 'MySQL', 'AirFlow']",https://saratov.hh.ru/vacancy/84364099?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Team Lead Data Scientist,"['SQL', 'Python']",https://saratov.hh.ru/vacancy/84845366?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Senior Data Scientist в центр фундаментальных исследований (AI Lab),[],https://saratov.hh.ru/vacancy/85174915?from=vacancy_search_list&query=data,Требуемый опыт работы: более 6 лет,,,
Руководитель службы платёжных систем,"['ITSM', 'ITIL', 'Управление службой эксплуатации', 'Agile', 'Критическое мышление', 'Самообучение', 'Материальная ответственность']",https://saratov.hh.ru/vacancy/85312728?from=vacancy_search_list&query=data,Требуемый опыт работы: более 6 лет,,,
Middle Data Scientist NLP (Маркетплейс),"['Python', 'ML', 'Machine Learning', 'Jupyter', 'Pycharm', 'SQL', 'Pyspark', 'SparkML', 'Git', 'Jira']",https://saratov.hh.ru/vacancy/84462656?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Middle/Senior Data Scientist,[],https://saratov.hh.ru/vacancy/84853778?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Бизнес-аналитик (Middle +),"['SDLC', 'BPMN', 'UML', 'API', 'SQL', 'NoSQL', 'XML', 'JSON', 'Jira', 'Atlassian Confluence', 'Agile', 'Scrum', 'Kanban']",https://saratov.hh.ru/vacancy/84841510?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
DevOps Engineer на продукт Гео (Big Data),"['Docker', 'Java', 'Kafka', 'Базы данных', 'Kubernetes', 'Helm', 'Ansible', 'Vault', 'ELK', 'Prometheus', 'Grafana', 'Linux']",https://saratov.hh.ru/vacancy/85039713?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Инженер сопровождения инфраструктуры (Data Platform),[],https://saratov.hh.ru/vacancy/83399188?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Ведущий системный аналитик,"['BPMN', 'UML', 'SQL', 'SOAP', 'JSON', 'REST API']",https://saratov.hh.ru/vacancy/84839443?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Senior Data Scientist (NLP),"['rust', 'PyTorch', 'Cassandra', 'PostgreSQL']",https://saratov.hh.ru/vacancy/80950237?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Scientist/ Product Analyst,"['Power BI', 'Визуализация данных', 'SQL', 'Tableau', 'Hadoop', 'Python', 'PowerBI', 'qlik']",https://saratov.hh.ru/vacancy/79047659?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Devops engineer,"['Kubernetes', 'Docker', 'CI/CD', 'k8s', 'Ansible', 'Kafka', 'RabbitMQ', 'Bash', 'DevOps']",https://saratov.hh.ru/vacancy/85125380?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Аналитик данных/Data Analyst,"['Tableau', 'Английский язык', 'SQL', 'Анализ данных', 'MS PowerPoint']",https://saratov.hh.ru/vacancy/82456755?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Analyst (non ML),[],https://saratov.hh.ru/vacancy/84807084?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data engineer,[],https://saratov.hh.ru/vacancy/84325301?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Ведущий разработчик / Team Lead (Qlik),"['Qlik Sense', 'SQL', 'QlikView']",https://saratov.hh.ru/vacancy/84818976?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
"Ведущий разработчик / Java Developer (продукт ""Платформа BackCRM"")","['Java', 'Spring', 'Kafka', 'SQL', 'REST', 'SOAP', 'Spring Boot', 'Spring Security']",https://saratov.hh.ru/vacancy/84818553?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Старший Java-разработчик,"['Java', 'Spring Framework']",https://saratov.hh.ru/vacancy/84595374?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Старший Python разработчик,['Python'],https://saratov.hh.ru/vacancy/83733867?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Middle Data Analyst,"['Python', 'SQL', 'Pandas', 'Numpy', 'А/В тестирование', 'Jira', 'Аналитическое мышление', 'Анализ данных', 'Математическая статистика', 'Визуализация данных']",https://saratov.hh.ru/vacancy/84574047?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Архитектор Big Data,"['Big Data', 'Greenplum', 'Hadoop', 'Clickhouse']",https://saratov.hh.ru/vacancy/83056435?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data engineer (Управление валидации),[],https://saratov.hh.ru/vacancy/84675182?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Data аналитик по финансовым рискам,"['Python', 'SQL', 'Математическая статистика', 'Анализ данных', 'Аналитическое мышление', 'pandas']",https://saratov.hh.ru/vacancy/84872642?from=vacancy_search_list&query=data,Требуемый опыт работы: 1–3 года,,,
Аналитик клиентских данных в CX-лабораторию /Data Analyst,"['Анализ данных', 'Статистический анализ', 'Проведение опросов', 'cx исследования', 'MS Excel', 'качественные исследования', 'количественные исследования']",https://saratov.hh.ru/vacancy/85023655?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
QA Automation Java (Middle+\Senior),"['Java', 'REST', 'Тестирование']",https://saratov.hh.ru/vacancy/85102824?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Data Loss Prevention (DLP) Specialist - remote,"['Data Loss Prevention', 'Data Analysis', 'Symantec DLP']",https://saratov.hh.ru/vacancy/84961878?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,1700,2100,$
"Data-аналитик, Удалённо","['BI', 'Визуализация данных', 'SQL', 'Python', 'Google Analytics', 'Business Intelligence Systems', 'ETL', 'A/B тесты']",https://saratov.hh.ru/vacancy/84829177?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,130000,130000,₽
Scala Разработчик (Senior),"['SCALA', 'gRPC', 'JSON API', 'Kafka', 'Cassandra', 'Elasticsearch', 'Docker', 'PostgreSQL', 'ClickHouse', 'Hadoop', 'Kubernetes', 'OpenStack', 'Английский\xa0— A1 — Начальный']",https://saratov.hh.ru/vacancy/84815080?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
Director of Data Engineering,"['Управление по целям', 'Оперативное принятие решений', 'Hadoop', 'Big Data', 'Spark', 'Business Intelligence Systems', 'Data Quality', 'Data Lake', 'DWH', 'Управление командой']",https://saratov.hh.ru/vacancy/83932159?from=vacancy_search_list&query=data,Требуемый опыт работы: более 6 лет,,,
Senior frontend developer,"['React', 'Redux', 'SPA', 'PWA', 'SSR', 'TypeScript', 'JavaScript', 'HTML5', 'React/Redux', 'Figma', 'UI/UX', 'Frontend', 'ReactJS', 'Английский\xa0— A1 — Начальный']",https://saratov.hh.ru/vacancy/85291049?from=vacancy_search_list&query=data,Требуемый опыт работы: 3–6 лет,,,
